Nome de anuncio;Link;Preco;Data de Extração;Preco/m2;Rua/Local/Zona;ID;Freguesia;Municipio;Distrito;area util (m2);area bruta (m2);Tipologia;Ano;No Casas de Banho;Certificado Energetico;Condicao;Negociavel;Varanda;Ar Condicionado;Aspiracao Central;Vista de Campo/Serra;Lareira;Recuperacao de Calor;Suite;Despensa;Garagem (box);Arrecadacao;Vista de Mar;Vista de Rio;Cozinha Equipada;Aquecimento Central;Mobilado;Estacionamento;Condominio Fechado;Gas Canalizado;Piscina;Box;Elevador;Kitchenette;Marquise;Parqueamento;Piso Radiante;Terraco;Vista de Lago;Caldeira
b'PF20510- Apartamento T1- Lisboa';https://www.imovirtual.com/pt/anuncio/pf20510-apartamento-t1-lisboa-ID11Gvm.html#1bf07046c5;440000;09/05/2021;6567,2;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;67;;T1;2021;1;;Em construcao;;;s;;;;;;;;;;s;s;;;;;;;;s;;;;;;;
b'PF20511- Apartamento T4- Lisboa';https://www.imovirtual.com/pt/anuncio/pf20511-apartamento-t4-lisboa-ID11Gvi.html#1bf07046c5;1550000;09/05/2021;7346;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;211;;T4;2021;3;;Em construcao;;;s;;;;;;;;s;;s;s;;;s;;;;;s;;;;;;;
b'Apartamento T0 na Lapa';https://www.imovirtual.com/pt/anuncio/apartamento-t0-na-lapa-ID15KsL.html#e1dea83bab;175000;09/05/2021;6481;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;27;27;T0;2021;1;I;Em construcao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
b'Apartamento inserido em pal\xc3\xa1cio de luxo localizado em Santos';https://www.imovirtual.com/pt/anuncio/apartamento-inserido-em-palacio-de-luxo-localizado-em-santos-ID15Kv9.html#ca48e0ccd3;790000;09/05/2021;6124;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;129;129;T2;2022;2;I;Em construcao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
b'T3 - LAPA - VISTA TEJO - GARAGEM - ELEVADOR - ARRECADA\xc3\x87\xc3\x83O - PR\xc3\x89DIO PLA';https://www.imovirtual.com/pt/anuncio/t3-lapa-vista-tejo-garagem-elevador-arrecadacao-predio-pla-ID15TX2.html#bdf25e5377;675000;09/05/2021;5625;Rua dos Remedios a Lapa;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;120;120;T3;2001;2;C;Usado;;s;;;;s;;;s;;s;;s;;s;;;;s;;;s;;;s;;;;
b'Loft T1 com jardim na Lapa';https://www.imovirtual.com/pt/anuncio/loft-t1-com-jardim-na-lapa-ID15vz7.html#7334dbd069;430000;09/05/2021;7414;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;58;66;T1;2021;2;B;Em construcao;;;;;;;;s;;;;;;;;;;;;;;s;s;;;;;;
b'Apartamento T2 com varanda espa\xc3\xa7osa na Lapa';https://www.imovirtual.com/pt/anuncio/apartamento-t2-com-varanda-espacosa-na-lapa-ID15vvX.html#7334dbd069;695000;09/05/2021;8513;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;81;92;T2;2021;3;B;Em construcao;;s;;;;;;s;;;;;;;;;;;;;;s;s;;;;;;
b'Apartamento T2 com grande varanda na Lapa- Lisboa';https://www.imovirtual.com/pt/anuncio/apartamento-t2-com-grande-varanda-na-lapa-lisboa-ID15vyL.html#59c9f7c756;790000;09/05/2021;8739;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;90;102;T2;2021;2;;Em construcao;;s;;;;;;s;;s;;;;;;;;;;;;s;s;;;;;;
b'Apartamento T1 com jardim na Lapa- Lisboa';https://www.imovirtual.com/pt/anuncio/apartamento-t1-com-jardim-na-lapa-lisboa-ID15vzX.html#59c9f7c756;730000;09/05/2021;10325;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;70;80;T1;2021;2;;Em construcao;;;;;;;;s;;;;;;;;;;;;;;s;s;;;;;;
b'Largo de Santos- T3 remodelado com Terra\xc3\xa7o de 25m2';https://www.imovirtual.com/pt/anuncio/largo-de-santos-t3-remodelado-com-terraco-de-25m2-ID15TMB.html#0c40c7a0f0;595000;09/05/2021;3839;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;155;178;T3;1948;2;D;Renovado;;s;;;;;;;;;;;;s;;;;;;;;;;;;;s;;
b'Apartmento T3 em Santos';https://www.imovirtual.com/pt/anuncio/apartmento-t3-em-santos-ID15Khx.html#f476a79c48;1500000;09/05/2021;11029;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;136;142;T3;2019;2;A;Em construcao;;s;;;;;;;;;;;;;;;;;;;;s;;;;;;;
b'Apartmento T1 em Santos';https://www.imovirtual.com/pt/anuncio/apartmento-t1-em-santos-ID15Kie.html#a4d01b3d96;760000;09/05/2021;7835;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;97;148;T1;2019;1;A;Em construcao;;;;;;;;;;s;;;;;;;;;;;;s;;;;;;;
b'Apartamento T1 com jardim na Lapa';https://www.imovirtual.com/pt/anuncio/apartamento-t1-com-jardim-na-lapa-ID15KgD.html#a4d01b3d96;730000;09/05/2021;9125;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;80;134;T1;2021;2;B;Em construcao;;;;;;;;;;;s;;;;;;;;;;;s;;;;;;;
b'Apartamento T1 na Lapa- Lisboa';https://www.imovirtual.com/pt/anuncio/apartamento-t1-na-lapa-lisboa-ID15KsF.html#a4d01b3d96;385000;09/05/2021;6016;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;64;71;T1;2021;1;I;Em construcao;;;;;;;;;;s;;;;;;;;;;;;;;;;;s;;
b'Apartamento T2 na Lapa- Lisboa';https://www.imovirtual.com/pt/anuncio/apartamento-t2-na-lapa-lisboa-ID15Ksj.html#a87f8d2870;625000;09/05/2021;6793;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;92;112;T2;2021;2;I;Em construcao;;;;;;;;;;s;s;;;;;;;;;;;;;;;;s;;
b'Apartamento com piscina comum localizado no centro de Alc...';https://www.imovirtual.com/pt/anuncio/apartamento-com-piscina-comum-localizado-no-centro-de-alc-ID15Kvs.html#6bbb2120d8;435000;09/05/2021;6797;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;64;71;T1;2022;1;C;Em construcao;;;s;;;;;;;;;;;;;;;;;s;;s;;;;;s;;
b'Apartamento T2 com terra\xc3\xa7o e estacionamento na Lapa';https://www.imovirtual.com/pt/anuncio/apartamento-t2-com-terraco-e-estacionamento-na-lapa-ID15KeR.html#1e9895920a;790000;09/05/2021;7745;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;102;117;T2;2021;2;B;Em construcao;;;;;;;;;;s;s;;;;;;;;;;;;;;;;;;
b'Apartamento com piscina comum localizado no centro de Alc...';https://www.imovirtual.com/pt/anuncio/apartamento-com-piscina-comum-localizado-no-centro-de-alc-ID15KwH.html#1e9895920a;505000;09/05/2021;7426;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;68;85;T2;2022;1;C;Em construcao;;s;s;;;;;;;;;;;;;;;;;s;;s;;;;;;;
b'Apartmento T2 em Santos';https://www.imovirtual.com/pt/anuncio/apartmento-t2-em-santos-ID15KhH.html#1e9895920a;860000;09/05/2021;7818;;LisboaLisboaEstrela;Estrela;LISBOA;LISBOA;110;110;T2;2019;2;A;Em construcao;;;;;;;;s;;s;;;;;;;;;;;;s;;;;;;;
b'T3 Alta de Lisboa';https://www.imovirtual.com/pt/anuncio/t3-alta-de-lisboa-ID10lAi.html#f31a70da0a;420000;09/05/2021;3354;;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;125;125;T3;2022;2;;Em construcao;;;;;;;;;;;s;;;;;;s;;;;;s;;;;;;;
b'4 Assoalhadas Remodelado na Qta do Lambert (Lumiar)';https://www.imovirtual.com/pt/anuncio/4-assoalhadas-remodelado-na-qta-do-lambert-lumiar-ID13U81.html#f73c06bd25;420000;09/05/2021;4667;Rua Jose Galhardo;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;90;90;T3;1986;2;B;Renovado;s;;;;;;;s;;;;;;;;;;;;;s;s;;;;;;;
b'Campo Grande T4 Panor\xc3\xa2mico Garagem e Arrecada\xc3\xa7\xc3\xa3o';https://www.imovirtual.com/pt/anuncio/campo-grande-t4-panoramico-garagem-e-arrecadacao-ID13U6D.html#f73c06bd25;695000;09/05/2021;3310;Alameda das Linhas de Torres;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;210;211;T4;1997;4;B;Renovado;;;s;;;s;;s;s;;s;;;s;;;s;;s;;;s;;;s;;;;s
b'T4 Alta de Lisboa';https://www.imovirtual.com/pt/anuncio/t4-alta-de-lisboa-ID10lAT.html#957f9dc2b7;800000;09/05/2021;3112;;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;257;257;T4;2022;3;;Em construcao;;;;;;;;;;;s;;;;;;s;;;;;s;;;;;;;
b'T3 Novo c/ 2 Lugares de Garagem + Arrumo em Lisboa (Alto do Lumiar)';https://www.imovirtual.com/pt/anuncio/t3-novo-c-2-lugares-de-garagem-arrumo-em-lisboa-alto-do-lumiar-ID15Ckx.html#8555813c74;420000;09/05/2021;3559;;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;118;;T3;2020;2;;Em construcao;;s;s;;;;;s;;;s;;;s;;;s;;;;;s;;s;s;;;;
b'T2 Novo c/ Lugar de Garagem + Arrumo em Lisboa (Alto do Lumiar)';https://www.imovirtual.com/pt/anuncio/t2-novo-c-lugar-de-garagem-arrumo-em-lisboa-alto-do-lumiar-ID15Cku.html#8555813c74;330000;09/05/2021;3882,4;;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;85;;T2;2020;1;;Em construcao;;s;s;;;;;s;;;s;;;s;;;s;;;;;s;;s;s;;;;
b'T1 Novo c/ Lugar de Garagem + Arrumo em Lisboa (Alto do Lumiar)';https://www.imovirtual.com/pt/anuncio/t1-novo-c-lugar-de-garagem-arrumo-em-lisboa-alto-do-lumiar-ID15Cks.html#8555813c74;210000;09/05/2021;3443;;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;61;;T1;2020;1;;Em construcao;;s;s;;;;;;;;s;;;s;;;;;;;;s;;s;s;;;;
b'Apartamento T3- 158 m2- Parque dos Pr\xc3\xadncipes- Lisboa em Condom\xc3\xadnio Pri';https://www.imovirtual.com/pt/anuncio/apartamento-t3-158-m2-parque-dos-principes-lisboa-em-condominio-pri-ID13A7m.html#01d9c50d4d;550000;09/05/2021;4104;;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;134;158;T3;1994;2;C;;;s;;;;s;;;;;;;;;;;;s;;;;s;;;;;;;
b'Apartamento T3- com estacionamento e arrecada\xc3\xa7\xc3\xa3o \xe2\x80\x93 Telheiras- Lisboa';https://www.imovirtual.com/pt/anuncio/apartamento-t3-com-estacionamento-e-arrecadacao-telheiras-lisboa-ID15IVa.html#358f092c06;685000;09/05/2021;4567;;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;150;188;T3;1994;3;D;Renovado;;s;;;;s;;s;s;;s;;;s;;;s;s;;s;;s;;;s;;;;
b'Excelente Apartamento T3 ao Parque dos Pr\xc3\xadncipes - Telheiras';https://www.imovirtual.com/pt/anuncio/excelente-apartamento-t3-ao-parque-dos-principes-telheiras-ID15E8U.html#4164c1c8c8;635000;09/05/2021;4200;Rua Professor Jorge Campinos;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;151;;T3;2002;3;B;Usado;;s;s;;;;;s;;;s;;;s;s;;s;s;s;;;s;;;s;;;;s
b'T1 Edif\xc3\xadcio Prestigie Lumiar';https://www.imovirtual.com/pt/anuncio/t1-edificio-prestigie-lumiar-ID15ae2.html#348370580f;325000;09/05/2021;3736;Rua Fernando Lopes Graca;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;87;91;T1;2010;2;B;Usado;s;;s;;;;;;;;;;;;;;;;;;;;;;;;;;
b'T1 Alta de Lisboa';https://www.imovirtual.com/pt/anuncio/t1-alta-de-lisboa-ID10kTl.html#1de2ebb718;200000;09/05/2021;2384;;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;83;83;T1;2022;;;Em construcao;;;;;;;;;;;s;;;;;;s;;;;;s;;;;;;;
b'T4 Alta de Lisboa';https://www.imovirtual.com/pt/anuncio/t4-alta-de-lisboa-ID10lAR.html#1de2ebb718;555000;09/05/2021;2740;;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;202;202;T4;2022;3;;Em construcao;;;;;;;;;;;s;;;;;;s;;;;;s;;;;;;;
b'Apartamento T4 junto \xc3\xa0 Quinta das Conchas - 3 casas de banho e 1 estac';https://www.imovirtual.com/pt/anuncio/apartamento-t4-junto-a-quinta-das-conchas-3-casas-de-banho-e-1-estac-ID152eH.html#25b44f2ff7;500000;09/05/2021;4274;Rua Luis Pastor de Macedo;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;117;163;T4;1974;3;D;Usado;;s;;;;;;s;s;;;;;;s;;;;;;;s;;;;;;;
b'T3 Novo c/ Lugar de Garagem + Arrumo em Lisboa (Lumiar)';https://www.imovirtual.com/pt/anuncio/t3-novo-c-lugar-de-garagem-arrumo-em-lisboa-lumiar-ID15Rhj.html#4f3c64f87d;420000;09/05/2021;3684;;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;114;;T3;2020;3;I;Em construcao;;;s;;;;;;;;s;;;s;;;s;;;;;s;;;s;;;;
b'T2 Novo c/ Lugar de Garagem + Arrumo em Lisboa (Lumiar)';https://www.imovirtual.com/pt/anuncio/t2-novo-c-lugar-de-garagem-arrumo-em-lisboa-lumiar-ID15Rhh.html#4f3c64f87d;300000;09/05/2021;3571,4;;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;84;;T2;2020;2;I;Em construcao;;;s;;;;;;;;s;;;s;;;s;;;;;s;;;s;;;;
b'Apartamento T2 no Parque Europa- com lugar de estacionamento- arrecada';https://www.imovirtual.com/pt/anuncio/apartamento-t2-no-parque-europa-com-lugar-de-estacionamento-arrecada-ID12bXi.html#353a4d9ca3;410000;09/05/2021;4227;Rua Manuel Marques;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;97;117;T2;1995;1;C;;;;;;;s;;;;s;s;;;;s;;;;;s;;s;;;;;;;
b'Acolhedor apartamento T3 com estacionamento e arrecada\xc3\xa7\xc3\xa3o recentemente';https://www.imovirtual.com/pt/anuncio/acolhedor-apartamento-t3-com-estacionamento-e-arrecadacao-recentemente-ID15IEr.html#17038c9da9;450000;09/05/2021;5488;Rua Professor Francisco Gentil;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;82;82;T3;1992;2;D;Usado;s;;s;;;;;;s;;s;;;;;;;;;;;s;;;s;;;;
b'Lisboa - Apartamento T4+1 Duplex em zona nobre com v';https://www.imovirtual.com/pt/anuncio/lisboa-apartamento-t4-1-duplex-em-zona-nobre-com-v-ID15hid.html#2c7573c718;730000;09/05/2021;2829;Rua Joaquim Agostinho;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;258;260;T4;1996;3;C;Usado;;s;s;;;;;;;;s;;;;;;;;;;;;;;;;s;;
b'Apartamento T3 em Telheiras - Jardim dos Ulmeiros | Visita Virtual Dis';https://www.imovirtual.com/pt/anuncio/apartamento-t3-em-telheiras-jardim-dos-ulmeiros-visita-virtual-dis-ID15dQZ.html#20e0bfc541;575000;09/05/2021;3859;Rua Professor Aires de Sousa;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;149;149;T3;1999;2;C;Usado;;s;s;;;;;;s;;s;;;;;;;s;s;;;s;;;;;;;
b'Luxo- Luz e Espa\xc3\xa7o - Um im\xc3\xb3vel verdadeiramente distinto.';https://www.imovirtual.com/pt/anuncio/luxo-luz-e-espaco-um-imovel-verdadeiramente-distinto-ID15184.html#4aec4c74d0;975000;09/05/2021;5186;Rua Formosinho Sanchez;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;188;316;T5;2008;4;C;;;s;s;;;;;;;s;s;;;s;s;;;;;s;;s;;;;;;;s
b'Excelente Apartamento T3 no Lumiar - Junto ao Metro e Mercado do Lumia';https://www.imovirtual.com/pt/anuncio/excelente-apartamento-t3-no-lumiar-junto-ao-metro-e-mercado-do-lumia-ID14VlB.html#4aec4c74d0;450000;09/05/2021;4091;Rua Virginia Vitorino;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;110;128;T3;1985;2;D;;;;;;;;;;;;s;;;;;;;;;;s;s;;;s;;;;
b'T4 com terra\xc3\xa7o exclusivo de 90m2';https://www.imovirtual.com/pt/anuncio/t4-com-terraco-exclusivo-de-90m2-ID14unE.html#2bb8c446ec;695000;09/05/2021;2814;Alameda das Linhas de Torres;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;247;272;T4;1998;3;C;;;s;s;;;s;;;;;;;;s;;;s;;;;;s;;;;;s;;
b'Apartamento T1 a estrear- com terra\xc3\xa7o 37 m2- 1 lugar parqueamento e ar';https://www.imovirtual.com/pt/anuncio/apartamento-t1-a-estrear-com-terraco-37-m2-1-lugar-parqueamento-e-ar-ID13Uxl.html#d205dc8655;360000;09/05/2021;6000;Rua do Alto dos Alcoutins;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;60;87;T1;2018;1;A;Novo;s;;s;;;;;s;;;s;;;;;;;;s;;;s;s;;;;s;;
b'Apartamento para remodelar- com box para dois carros- em ...';https://www.imovirtual.com/pt/anuncio/apartamento-para-remodelar-com-box-para-dois-carros-em-ID15tQ9.html#6842956b08;610000;09/05/2021;2811;Rua Alexandre Ferreira;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;217;217;T4;1977;2;C;Usado;;s;;;;;;s;s;s;;;;;;;;;;;;s;;;;;;;
b'Apartamento T3 com 158m2-- \xc3\x80 porta do Metro Quinta das Conchas';https://www.imovirtual.com/pt/anuncio/apartamento-t3-com-158m2-a-porta-do-metro-quinta-das-conchas-ID15sJk.html#dace215783;522000;09/05/2021;4143;Rua Mario Sampaio Ribeiro;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;126;171;T3;1994;3;B;Usado;;;s;;;;;s;;;s;;;;;;;;;;;s;;;;;;;
b'Apartamento T3 com 2 parqueamentos e arrecada\xc3\xa7\xc3\xa3o no Alto ...';https://www.imovirtual.com/pt/anuncio/apartamento-t3-com-2-parqueamentos-e-arrecadacao-no-alto-ID15Jlq.html#4eb255c952;465000;09/05/2021;3824;Rua Alexandre Ferreira;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;121;137;T3;2003;2;C;Usado;;s;;;;;;s;;s;s;;;;;;s;s;s;;;s;;;;;;;
b'T4 Lumiar';https://www.imovirtual.com/pt/anuncio/t4-lumiar-ID14v48.html#d0f47f8c30;380000;09/05/2021;3089;Praca Rainha Santa;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;123;123;T4;1967;2;;Usado;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;
b'OPORTUNIDADE-  Apartamento T4 com \xc3\xa1reas amplas no Pa\xc3\xa7o do Lumiar- Lisb';https://www.imovirtual.com/pt/anuncio/oportunidade-apartamento-t4-com-areas-amplas-no-paco-do-lumiar-lisb-ID15xtF.html#76b8a4819d;649000;09/05/2021;4445;Rua Isaac Rabin;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;146;146;T4;1993;2;C;;;;;;;s;;;;;s;;;s;;;s;;;;;;;;;;;;
b'Penthouse T5 no Pa\xc3\xa7o do Lumiar \xe2\x80\x93 o conforto de uma casa para diplomata';https://www.imovirtual.com/pt/anuncio/penthouse-t5-no-paco-do-lumiar-o-conforto-de-uma-casa-para-diplomata-ID15gPN.html#5187b81291;1550000;09/05/2021;4890;Azinhaga das Travessas;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;317;317;T5;1998;4;D;Usado;s;s;s;;;s;;s;s;;;;;;;;;s;;s;;s;;;s;;s;;
b'T2 Exclusivos ( Novos ) Varandas do Golf- Quinta dos Alcoutins Lisboa';https://www.imovirtual.com/pt/anuncio/t2-exclusivos-novos-varandas-do-golf-quinta-dos-alcoutins-lisboa-ID13wjc.html#c7ddb6ee6f;475000;09/05/2021;4025;;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;118;118;T2;2021;2;;Novo;;s;s;;s;;;;s;;s;;;s;;;s;;s;;;s;;;s;;;s;s
b'T1 Exclusivos ( Novos ) Varandas do Golf- Quinta dos Alcoutins Lisboa';https://www.imovirtual.com/pt/anuncio/t1-exclusivos-novos-varandas-do-golf-quinta-dos-alcoutins-lisboa-ID13whR.html#c7ddb6ee6f;240000;09/05/2021;4000;;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;60;61;T1;2021;1;;Novo;;s;s;;s;;;;s;;s;;;s;;;s;;s;;;s;;;s;;;s;s
b'Apartamento T4+1 D\xc3\xbaplex | Telheiras Centro';https://www.imovirtual.com/pt/anuncio/apartamento-t4-1-duplex-telheiras-centro-ID15Ueh.html#b23f706ac6;620000;09/05/2021;3444;Rua Professor Dias Amado;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;180;218;T4;1984;3;E;Renovado;s;;s;;;s;;s;;;;;;s;;;s;s;s;;;s;;;;;;;
b'AApartamento 5 assoalhadas junto \xc3\xa0 Quinta das Conchas';https://www.imovirtual.com/pt/anuncio/aapartamento-5-assoalhadas-junto-a-quinta-das-conchas-ID15Qxk.html#f4ea3e2dfb;515000;09/05/2021;4292;;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;120;120;T4;1966;2;D;;;s;;;;;;;;;;;;s;;;;;;;;s;;;;;;;
b'Apartamento T3 | Telheiras Poente';https://www.imovirtual.com/pt/anuncio/apartamento-t3-telheiras-poente-ID15BG3.html#ab04badaa0;685000;09/05/2021;4928;Rua Professor Simoes Raposo;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;139;181;T3;1994;3;D;Usado;s;s;s;;;s;;s;s;;;;;s;;;s;;;;;;;;;;;;
b'Apartamento T3 com 2 parqueamentos e arrecada\xc3\xa7\xc3\xa3o no Alto ...';https://www.imovirtual.com/pt/anuncio/apartamento-t3-com-2-parqueamentos-e-arrecadacao-no-alto-ID15QMO.html#c9cbe7ff02;465000;09/05/2021;3824;Rua Alexandre Ferreira;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;121;137;T3;2003;2;C;Usado;;s;;;;;;s;;s;s;;;;;;s;s;s;;;s;;;;;;;
b'APARTAMENTO NOVO T3 C/TERRA\xc3\x87O (102M2) - MAFRA';https://www.imovirtual.com/pt/anuncio/apartamento-novo-t3-c-terraco-102m2-mafra-ID13Tkq.html#65520fdcac;300000;09/05/2021;2500;Rua Aquilino Ribeiro;LisboaMafraMafra;Mafra;MAFRA;LISBOA;120;140;T3;2021;3;A;Novo;;;;;;;;s;;s;;s;;;;;s;;;;;s;;;;;;;
b'APARTAMENTO NOVO T3 DUPLEX - MAFRA CENTRO';https://www.imovirtual.com/pt/anuncio/apartamento-novo-t3-duplex-mafra-centro-ID13Tkn.html#65520fdcac;310000;09/05/2021;2296;Rua Sargento Jose Garcia Henriques;LisboaMafraMafra;Mafra;MAFRA;LISBOA;135;150;T3;2021;3;A;Novo;;;;;;;;s;;s;;s;;;;;s;;;;;s;;;;;;;
b'MAFRA APARTAMENTO NOVO T2';https://www.imovirtual.com/pt/anuncio/mafra-apartamento-novo-t2-ID13Tkm.html#65520fdcac;260000;09/05/2021;2600;Rua Aquilino Ribeiro;LisboaMafraMafra;Mafra;MAFRA;LISBOA;100;240;T2;2021;2;A;Novo;;;;;;;;s;;s;;s;;;;;s;;;;;s;;;;;;;
b'Apartamento T1 em Mafra';https://www.imovirtual.com/pt/anuncio/apartamento-t1-em-mafra-ID15Qxe.html#624a6935e4;135000;09/05/2021;2177;Rua Professor Guilherme de Assuncao;LisboaMafraMafra;Mafra;MAFRA;LISBOA;62;62;T1;1999;1;E;Usado;;;;;;;;;s;;;;;s;;;;;s;;;;;;;;;;
b'Mafra- T2 e T3 novos com varanda e parqueamento';https://www.imovirtual.com/pt/anuncio/mafra-t2-e-t3-novos-com-varanda-e-parqueamento-ID15L4a.html#91c9de774a;195000;09/05/2021;2053;Rua Aquilino Ribeiro;LisboaMafraMafra;Mafra;MAFRA;LISBOA;95;95;T2;2022;2;;Em construcao;;s;;;;;;s;;;;;;;;;;;;;;s;;;;;;;
b'Mafra- T2 e T3 novos com varanda e parqueamento';https://www.imovirtual.com/pt/anuncio/mafra-t2-e-t3-novos-com-varanda-e-parqueamento-ID15L48.html#91c9de774a;215000;09/05/2021;2263;Rua Aquilino Ribeiro;LisboaMafraMafra;Mafra;MAFRA;LISBOA;95;95;T2;2022;2;;Em construcao;;s;;;;;;s;;;;;;;;;;;;;;s;;;;;;;
b'Mafra- T2 e T3 novos com varanda e parqueamento';https://www.imovirtual.com/pt/anuncio/mafra-t2-e-t3-novos-com-varanda-e-parqueamento-ID15L3Y.html#91c9de774a;240000;09/05/2021;2182;Rua Aquilino Ribeiro;LisboaMafraMafra;Mafra;MAFRA;LISBOA;110;110;T3;2022;2;;Em construcao;;s;;;;;;s;;;;;;;;;;;;;;s;;;;;;;
b'Mafra- T2 e T3 novos com varanda e parqueamento';https://www.imovirtual.com/pt/anuncio/mafra-t2-e-t3-novos-com-varanda-e-parqueamento-ID15L3V.html#91c9de774a;230000;09/05/2021;2091;Rua Aquilino Ribeiro;LisboaMafraMafra;Mafra;MAFRA;LISBOA;110;110;T3;2022;2;;Em construcao;;s;;;;;;s;;;;;;;;;;;;;;s;;;;;;;
b'Apartamento T2- com boas \xc3\xa1reas - Mafra - Santa B\xc3\xa1rb';https://www.imovirtual.com/pt/anuncio/apartamento-t2-com-boas-areas-mafra-santa-barb-ID15hi9.html#2c7573c718;176000;09/05/2021;1913;Rua Capitao Pompeu Lobo de Sousa;LisboaMafraMafra;Mafra;MAFRA;LISBOA;92;117;T2;2006;1;D;Usado;;s;;;;;;;;;s;;;;;;;;;;;s;;;;;;;
b'T2 no Centro de Mafra';https://www.imovirtual.com/pt/anuncio/t2-no-centro-de-mafra-ID15RWY.html#d4f1b92a43;155000;09/05/2021;1476;Rua Junta de Freguesia de Mafra;LisboaMafraMafra;Mafra;MAFRA;LISBOA;105;105;T2;1991;1;D;Usado;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;
b'Apartamento T2- inserido em condom\xc3\xadnio de luxo com piscina- em Mafra';https://www.imovirtual.com/pt/anuncio/apartamento-t2-inserido-em-condominio-de-luxo-com-piscina-em-mafra-ID15tiy.html#5df6b103a9;260000;09/05/2021;2301;Rua Joaquim Duarte Resina;LisboaMafraMafra;Mafra;MAFRA;LISBOA;113;146;T2;2009;2;B;Usado;;s;;;s;;s;s;s;;s;;;s;s;;s;s;s;s;;s;;;s;;s;;
b'T2 no Complexo Comercial e Torres da Bela Vista (Metro)- c/ parqueam';https://www.imovirtual.com/pt/anuncio/t2-no-complexo-comercial-e-torres-da-bela-vista-metro-c-parqueam-ID15whI.html#0385db969a;262500;09/05/2021;3860;Avenida Marechal Antonio de Spinola;LisboaLisboaMarvila;Marvila;LISBOA;LISBOA;68;80;T2;2008;1;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;
